trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,mini_instr2_trials.thisRepN,mini_instr2_trials.thisTrialN,mini_instr2_trials.thisN,mini_instr2_trials.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,fixation_text.started,fixation_text.stopped,draw_alienStim,draw_alienID,test_x,nrepcount,total_time,end_all_time,key_resp_3.keys,slides_2.started,sounds_3.started,nextButton_2.numClicks,nextButton_2.timesOn,nextButton_2.timesOff,prev_but_2.numClicks,prev_but_2.timesOn,prev_but_2.timesOff,bye.started,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
49,4,1,9,3,5,2,13,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.19348970009014,173.22530350007582,stimuli/alien_stimuli/13.png,13,4,49,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
50,4,4,9,9,5,5,16,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,49,49,49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,173.22530350007582,173.22530350007582,173.22530350007582,173.22530350007582,173.22530350007582,0,0,return,0.1470186000224203,1,0,0,0.16,-0.08,return,0.07551959995180368,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
50,4,4,9,9,5,5,16,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.34278180007823,174.39616620005108,stimuli/alien_stimuli/16.png,16,4,50,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
51,2,3,3,8,1,5,56,72,test_exp,train_2D_repeat,,,,,,,,,,,,,,,,,,,,,0,50,50,50,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/56.png,174.39616620005108,174.39616620005108,174.39616620005108,174.39616620005108,174.39616620005108,0,0,return,0.16274299996439368,1,0,0,0,-0.16,return,0.07412509992718697,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
51,2,3,3,8,1,5,56,72,test_exp,train_2D_repeat,,,,,,,,,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.51002010004595,175.5402252000058,stimuli/alien_stimuli/56.png,56,2,51,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
52,3,3,4,5,1,2,53,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,51,51,51,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/53.png,175.5402252000058,175.5402252000058,175.5402252000058,175.5402252000058,175.5402252000058,0,0,return,0.21321690001059324,1,0,0,0.08,-0.16,return,0.14543460006825626,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
52,3,3,4,5,1,2,53,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.7263392000459,176.7932953001,stimuli/alien_stimuli/53.png,53,3,52,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
53,4,3,4,6,0,3,64,72,test_exp,train_1D_first_new,,,,,,,,,,,,,,,,,,,,,0,52,52,52,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,176.7932953001,176.7932953001,176.7932953001,176.7932953001,176.7932953001,0,0,return,0.24588980001863092,1,0,0,0.16,-0.16,return,0.1353290000697598,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
53,4,3,4,6,0,3,64,72,test_exp,train_1D_first_new,,,,,,,,,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.9769113000948,178.03085860004649,stimuli/alien_stimuli/64.png,64,4,53,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
54,0,0,3,4,3,4,35,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,53,53,53,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/35.png,178.03085860004649,178.03085860004649,178.03085860004649,178.03085860004649,178.03085860004649,0,0,return,0.11390070000197738,1,0,0,-0.16,-0.4,return,0.025157799944281578,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
54,0,0,3,4,3,4,35,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.09314480004832,179.14158960001078,stimuli/alien_stimuli/35.png,35,0,54,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
55,3,2,5,6,2,4,45,72,test_exp,train_2D_new,,,,,,,,,,,,,,,,,,,,,0,54,54,54,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/45.png,179.14158960001078,179.14158960001078,179.14158960001078,179.14158960001078,179.14158960001078,0,0,return,0.23013229994103312,1,0,0,0.08,-0.24,return,0.15209310001228005,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
55,3,2,5,6,2,4,45,72,test_exp,train_2D_new,,,,,,,,,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.32634140003938,180.36025900009554,stimuli/alien_stimuli/45.png,45,3,55,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
56,0,3,2,8,2,5,46,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,55,55,55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,180.36025900009554,180.36025900009554,180.36025900009554,180.36025900009554,180.36025900009554,0,0,return,0.09618670004419982,1,0,0,-0.16,-0.16,return,0.005537000019103289,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
56,0,3,2,8,2,5,46,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.42644830001518,181.47742520004977,stimuli/alien_stimuli/46.png,46,0,56,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
57,2,0,5,1,3,1,32,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,56,56,56,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/32.png,181.47742520004977,181.47742520004977,181.47742520004977,181.47742520004977,181.47742520004977,0,0,return,0.2143816000316292,1,0,0,0,-0.4,return,0.12456779996864498,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
57,2,0,5,1,3,1,32,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.64377030008473,182.6995753000956,stimuli/alien_stimuli/32.png,32,2,57,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
58,4,2,4,2,0,0,61,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,57,57,57,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/61.png,182.6995753000956,182.6995753000956,182.6995753000956,182.6995753000956,182.6995753000956,0,0,return,0.2130777999991551,2,0,1,0.16,-0.24,return,0.12145360000431538,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
58,4,2,4,2,0,0,61,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.85917310009245,183.92241510003805,stimuli/alien_stimuli/61.png,61,4,58,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
59,1,0,3,1,2,1,42,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,58,58,58,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/42.png,183.92241510003805,183.92241510003805,183.92241510003805,183.92241510003805,183.92241510003805,0,0,return,0.22908369998913258,2,0,0,-0.08,-0.4,return,0.12631970003712922,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
59,1,0,3,1,2,1,42,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0935958001064,185.1503868000582,stimuli/alien_stimuli/42.png,42,1,59,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
60,3,4,7,4,4,0,21,72,test_exp,train_1D_sec_new,,,,,,,,,,,,,,,,,,,,,0,59,59,59,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/21.png,185.1503868000582,185.1503868000582,185.1503868000582,185.1503868000582,185.1503868000582,0,0,return,0.1127062999876216,2,0,0,0.08,-0.08,return,0.001331400009803474,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
60,3,4,7,4,4,0,21,72,test_exp,train_1D_sec_new,,,,,,,,,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.21065330004785,186.26955540000927,stimuli/alien_stimuli/21.png,21,3,60,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
61,3,1,3,6,0,5,66,72,test_exp,train_1D_first_new,,,,,,,,,,,,,,,,,,,,,0,60,60,60,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,186.26955540000927,186.26955540000927,186.26955540000927,186.26955540000927,186.26955540000927,0,0,return,0.22920379997231066,2,0,0,0.08,-0.32,return,0.14013129996601492,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
61,3,1,3,6,0,5,66,72,test_exp,train_1D_first_new,,,,,,,,,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.44295260007493,187.49755620001815,stimuli/alien_stimuli/66.png,66,3,61,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
62,2,4,6,6,4,2,23,72,test_exp,train_2D_repeat,,,,,,,,,,,,,,,,,,,,,0,61,61,61,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/23.png,187.49755620001815,187.49755620001815,187.49755620001815,187.49755620001815,187.49755620001815,0,0,return,0.14675489999353886,2,0,0,0,-0.08,return,0.04810919996816665,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
62,2,4,6,6,4,2,23,72,test_exp,train_2D_repeat,,,,,,,,,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.59316800010856,188.64467520010658,stimuli/alien_stimuli/23.png,23,2,62,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
63,2,4,3,4,1,0,51,72,test_exp,train_1D_sec_repeat,,,,,,,,,,,,,,,,,,,,,0,62,62,62,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/51.png,188.64467520010658,188.64467520010658,188.64467520010658,188.64467520010658,188.64467520010658,0,0,return,0.1130500000435859,2,0,0,0,-0.08,return,0.007207500049844384,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
63,2,4,3,4,1,0,51,72,test_exp,train_1D_sec_repeat,,,,,,,,,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.71033970010467,189.75614510010928,stimuli/alien_stimuli/51.png,51,2,63,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
64,0,1,1,4,1,3,54,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,63,63,63,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/54.png,189.75614510010928,189.75614510010928,189.75614510010928,189.75614510010928,189.75614510010928,0,0,return,0.11341240000911057,2,0,0,-0.16,-0.32,return,0.04339960007928312,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
64,0,1,1,4,1,3,54,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.84273510007188,190.89667990000453,stimuli/alien_stimuli/54.png,54,0,64,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
65,0,2,5,6,5,4,15,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,64,64,64,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/15.png,190.89667990000453,190.89667990000453,190.89667990000453,190.89667990000453,190.89667990000453,0,0,return,0.2137636000989005,2,0,0,-0.16,-0.24,return,0.12508549995254725,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
65,0,2,5,6,5,4,15,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.059928300092,192.11368650000077,stimuli/alien_stimuli/15.png,15,0,65,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
66,0,4,3,7,3,3,34,72,test_exp,train_2D_repeat,,,,,,,,,,,,,,,,,,,,,0,65,65,65,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/34.png,192.11368650000077,192.11368650000077,192.11368650000077,192.11368650000077,192.11368650000077,0,0,return,0.36348759999964386,2,0,0,-0.16,-0.08,return,0.27264340000692755,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
66,0,4,3,7,3,3,34,72,test_exp,train_2D_repeat,,,,,,,,,,,,,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.42667410010472,193.47265190002508,stimuli/alien_stimuli/34.png,34,0,66,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
67,2,4,3,5,1,1,52,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,66,66,66,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/52.png,193.47265190002508,193.47265190002508,193.47265190002508,193.47265190002508,193.47265190002508,0,0,return,0.145979700027965,2,0,0,0,-0.08,return,0.06160200003068894,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
67,2,4,3,5,1,1,52,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.57584250008222,194.6277878000401,stimuli/alien_stimuli/52.png,52,2,67,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
68,2,1,5,1,3,0,31,72,test_exp,train_1D_sec_new,,,,,,,,,,,,,,,,,,,,,0,67,67,67,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/31.png,194.6277878000401,194.6277878000401,194.6277878000401,194.6277878000401,194.6277878000401,0,0,return,0.19614539993926883,2,0,0,0,-0.32,return,0.10937189997639507,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
68,2,1,5,1,3,0,31,72,test_exp,train_1D_sec_new,,,,,,,,,,,,,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.77621050004382,195.82690630003344,stimuli/alien_stimuli/31.png,31,2,68,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
69,2,3,7,6,5,3,14,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,68,68,68,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/14.png,195.82690630003344,195.82690630003344,195.82690630003344,195.82690630003344,195.82690630003344,0,0,return,0.3131184000521898,2,0,0,0,-0.16,return,0.22206669999286532,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
69,2,3,7,6,5,3,14,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.09284820000175,197.13063670007978,stimuli/alien_stimuli/14.png,14,2,69,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
70,1,1,6,2,5,1,12,72,test_exp,train_2D_new,,,,,,,,,,,,,,,,,,,,,0,69,69,69,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/12.png,197.13063670007978,197.13063670007978,197.13063670007978,197.13063670007978,197.13063670007978,0,0,return,0.512451000045985,2,0,0,-0.08,-0.32,return,0.43424629990477115,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
70,1,1,6,2,5,1,12,72,test_exp,train_2D_new,,,,,,,,,,,,,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.6094612000743,198.6704867000226,stimuli/alien_stimuli/12.png,12,1,70,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
71,0,4,0,5,0,1,62,72,test_exp,train_1D_first_new,,,,,,,,,,,,,,,,,,,,,0,70,70,70,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,198.6704867000226,198.6704867000226,198.6704867000226,198.6704867000226,198.6704867000226,0,0,return,0.8797768000513315,2,0,0,-0.16,-0.08,return,0.780676000053063,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
71,0,4,0,5,0,1,62,72,test_exp,train_1D_first_new,,,,,,,,,,,,,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.49253070005216,200.5593591000652,stimuli/alien_stimuli/62.png,62,0,71,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
72,1,4,3,4,2,0,41,72,test_exp,untrained_1D_sec_leftout,,,,,,,,,,,,,,,,,,,,,0,71,71,71,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/41.png,200.5593591000652,200.5593591000652,200.5593591000652,200.5593591000652,200.5593591000652,0,0,return,0.42986649996601045,2,0,0,-0.08,-0.08,return,0.3267584000714123,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
72,1,4,3,4,2,0,41,72,test_exp,untrained_1D_sec_leftout,,,,,,,,,,,,,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.92611310002394,202.00061530002858,stimuli/alien_stimuli/41.png,41,1,72,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.22863679996226,end_all_time,None,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Slide32.png,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Audio31.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.00061530002858,201.9922265500063,1,[10.358916400000453],[10.358922999934293],0,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Slide32.png,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Audio31.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.39870050002355,212.3932063100161,2,"[10.358916400000453, 17.276710900012404]","[0.05914999998640269, 17.27671859995462]",0,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Slide32.png,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Audio31.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.73007790010888,229.726230280078,3,"[10.358916400000453, 17.276710900012404, 2.809733600006439]","[0.05914999998640269, 0.05955200002063066, 2.8097393999341875]",0,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.8173057999229,end_all_time,,,,,,,,,,232.60416600003373,,,,,,,,,
